,image_file,seen_data_numeric,size_used,closing_ssd,closing_eng,otsu_ssd,otsu_eng,gaus_ssd,gaus_eng,thresh_eng,thresh_ssd
0,['.\\sipaimages\\3\\14.jpg'],13.04,61,,,1.4,134,1304,130,1304.0,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,61,114,,1,0,14,0,0.0,11.0
0,['.\\sipaimages\\3\\16.jpg'],13.04,61,,,14,1304,14,1304,1304.0,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,61,,,143,1303,1.3,1303,13.03,13.09
0,['.\\sipaimages\\3\\18.jpg'],30.23,61,,,41,8,1023,1,3.0,1019.0
0,['.\\sipaimages\\3\\19.jpg'],3.76,61,,,111,376,116,376,376.0,110.0
0,['.\\sipaimages\\3\\2.jpg'],30.31,61,,,31,3,11,,3.0,931.0
0,['.\\sipaimages\\3\\20.jpg'],30.23,61,14,['..'],141,,14,8,31.0,1.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,61,,,44,1,11,19,,196.0
0,['.\\sipaimages\\3\\22.jpg'],3.75,61,,,16,75,116,,1.0,1.0
0,['.\\sipaimages\\3\\23.jpg'],30.23,61,,,1.21,0.2,11.23,0.2,22.0,11.21
0,['.\\sipaimages\\3\\24.jpg'],30.24,61,,,114,0,114,0,0.0,114.0
0,['.\\sipaimages\\3\\25.jpg'],33.99,61,14,,1,1,1141,,,44.0
0,['.\\sipaimages\\3\\26.jpg'],3.75,61,,,,,18,1,,1.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,61,,,134,1304,1444,1304,13.04,13.4
0,['.\\sipaimages\\3\\4.jpg'],13.05,61,1,,1,1305,,,130.0,106.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,61,6,,11,,2,2,0.0,1131.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,61,,,10,0,14,,14.0,11.0
0,['.\\sipaimages\\3\\7.jpg'],13.04,61,,,134,1304,14,1304,1304.0,1.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,61,,,11,0,,,0.0,11.0
0,['.\\sipaimages\\3\\9.jpg'],13.04,61,,,14,1304,144,130,1304.0,14.0
0,['.\\sipaimages\\3\\1.jpg'],30.31,62,7,,111,3,,,0.0,11.0
0,['.\\sipaimages\\3\\10.jpg'],13.05,62,,,18,1305,1346,1305,1305.0,1315.0
0,['.\\sipaimages\\3\\11.jpg'],20.59,62,18,,1,0,11,8,,159.0
0,['.\\sipaimages\\3\\12.jpg'],13.05,62,,,14,1305,106,1305,1305.0,13.08
0,['.\\sipaimages\\3\\13.jpg'],30.31,62,,,1,3,1,3,,31.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,62,,,1.4,1304,134,130,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,62,,,10,0,4,0,0.0,11.0
0,['.\\sipaimages\\3\\16.jpg'],13.04,62,,,14,1304,14,1304,1304.0,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,62,,,113,1303,143,1303,13.03,13.09
0,['.\\sipaimages\\3\\18.jpg'],30.23,62,,,41,3,41,8,3.0,10.9
0,['.\\sipaimages\\3\\19.jpg'],3.76,62,,,16,376,111,37,376.0,11.0
0,['.\\sipaimages\\3\\2.jpg'],30.31,62,,,31,3,331,,3.0,111.0
0,['.\\sipaimages\\3\\20.jpg'],30.23,62,,,141,2,,,0.0,1.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,62,,,44,,11,,,11.0
0,['.\\sipaimages\\3\\22.jpg'],3.75,62,,,15,35,116,,3.0,15.0
0,['.\\sipaimages\\3\\23.jpg'],30.23,62,,,1.27,3022,1.13,0.3,22.0,14.0
0,['.\\sipaimages\\3\\24.jpg'],30.24,62,,,114,0,114,,0.0,114.0
0,['.\\sipaimages\\3\\25.jpg'],33.99,62,,,1,19,1141,,19.0,1.0
0,['.\\sipaimages\\3\\26.jpg'],3.75,62,,,,,16,35,,14.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,62,119,4.0,1304,1304,14,1304,1304.0,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,62,1,,15,1305,,,1305.0,106.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,62,,,11,0,1,,,113.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,62,,,1,4,14,,1.0,11.0
0,['.\\sipaimages\\3\\7.jpg'],13.04,62,,,1304,1304,11,1304,13.04,1.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,62,7,,101,3,31,,3.0,331.0
0,['.\\sipaimages\\3\\9.jpg'],13.04,62,,,14,1304,144,130,1304.0,14.0
0,['.\\sipaimages\\3\\1.jpg'],30.31,63,,,131,,,,,111.0
0,['.\\sipaimages\\3\\10.jpg'],13.05,63,,,146,1308,,,1305.0,13.06
0,['.\\sipaimages\\3\\11.jpg'],20.59,63,3811897,,109,0,1,,2.0,11.0
0,['.\\sipaimages\\3\\12.jpg'],13.05,63,,,10,1305,14,305,1305.0,13.06
0,['.\\sipaimages\\3\\13.jpg'],30.31,63,,,1,0,10,,303.0,30.1
0,['.\\sipaimages\\3\\14.jpg'],13.04,63,,,1.4,134,1304,1304,1304.0,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,63,2,,4,0,4,2,0.0,114.0
0,['.\\sipaimages\\3\\16.jpg'],13.04,63,,,14,1304,14,1304,130.0,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,63,1111111,['.'],13,1303,13,1303,13.03,13.09
0,['.\\sipaimages\\3\\18.jpg'],30.23,63,,,109,4,10.13,,,109.0
0,['.\\sipaimages\\3\\19.jpg'],3.76,63,,,3.16,376,11,37,376.0,101.0
0,['.\\sipaimages\\3\\2.jpg'],30.31,63,,,131,3,1,,3.0,9131.0
0,['.\\sipaimages\\3\\20.jpg'],30.23,63,,,141,,14,3,2.0,1.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,63,8,,11,1,11,,,11.0
0,['.\\sipaimages\\3\\22.jpg'],3.75,63,,,16,475,1,,475.0,15.0
0,['.\\sipaimages\\3\\23.jpg'],30.23,63,,,10.27,3022,10.13,0.3,0.2,114.0
0,['.\\sipaimages\\3\\24.jpg'],30.24,63,,,114,0,114,0,0.0,114.0
0,['.\\sipaimages\\3\\25.jpg'],33.99,63,,,1,19,1348,319,19.0,9.0
0,['.\\sipaimages\\3\\26.jpg'],3.75,63,,,916,35,18,,,16.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,63,111119,,1.04,1304,2,1304,1304.0,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,63,741111,['.'],,,,,13.65,146.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,63,7,,11,,,,,131.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,63,0,,144,14,14,1,1.0,114.0
0,['.\\sipaimages\\3\\7.jpg'],13.04,63,,,1344,1314,1104,1304,1304.0,1.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,63,,,31,3,31,3,3.0,31.0
0,['.\\sipaimages\\3\\9.jpg'],13.04,63,,,14,1504,134,1504,1304.0,134.0
0,['.\\sipaimages\\3\\1.jpg'],30.31,64,,,31,,111,['.'],3.0,31.0
0,['.\\sipaimages\\3\\10.jpg'],13.05,64,,,106,1305,134,1305,1305.0,13.06
0,['.\\sipaimages\\3\\11.jpg'],20.59,64,,,19,0,11,28,0.0,11.0
0,['.\\sipaimages\\3\\12.jpg'],13.05,64,,,149,1305,10,1305,13.05,13.06
0,['.\\sipaimages\\3\\13.jpg'],30.31,64,,,1,31,331,3,,30.1
0,['.\\sipaimages\\3\\14.jpg'],13.04,64,,,134,1304,134,1304,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,64,114,,1,0,114,0,0.0,1.0
0,['.\\sipaimages\\3\\16.jpg'],13.04,64,,,14,1304,14,1304,1304.0,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,64,1127,,113,1303,13,1303,13.03,13.09
0,['.\\sipaimages\\3\\18.jpg'],30.23,64,,,1010,4,4,,,1019.0
0,['.\\sipaimages\\3\\19.jpg'],3.76,64,,,76,376,176,376,376.0,3.76
0,['.\\sipaimages\\3\\2.jpg'],30.31,64,,,91,3,,,3.0,131.0
0,['.\\sipaimages\\3\\20.jpg'],30.23,64,,,141,12,42,3,0.0,1.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,64,,,11,,11,1,,11.0
0,['.\\sipaimages\\3\\22.jpg'],3.75,64,,,16,475,115,35,475.0,16.0
0,['.\\sipaimages\\3\\23.jpg'],30.23,64,,,1.27,3022,11,2,302.0,10.07
0,['.\\sipaimages\\3\\24.jpg'],30.24,64,,,114,0,114,,0.0,114.0
0,['.\\sipaimages\\3\\25.jpg'],33.99,64,,,9,19,11,39,19.0,9.0
0,['.\\sipaimages\\3\\26.jpg'],3.75,64,,,,,16,415,1.0,10.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,64,111611,['.'],1.04,1304,104,1304,1304.0,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,64,15,['...'],,,,,15.0,116.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,64,,,11,,,,,11.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,64,14,['.'],10,104,184,1,1.0,114.0
0,['.\\sipaimages\\3\\7.jpg'],13.04,64,,,1344,13.04,1104,1304,1304.0,13.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,64,,,1,,931,2,3.0,1131.0
0,['.\\sipaimages\\3\\9.jpg'],13.04,64,11911,,14,1304,134,130,1304.0,14.0
0,['.\\sipaimages\\3\\1.jpg'],30.31,65,,,31,3,11,0,,111.0
0,['.\\sipaimages\\3\\10.jpg'],13.05,65,,,1348,1308,148,1308,13.05,13.06
0,['.\\sipaimages\\3\\11.jpg'],20.59,65,1977,,1,2,,,0.0,119.0
0,['.\\sipaimages\\3\\12.jpg'],13.05,65,,,10,1305,108,1305,13.05,13.8
0,['.\\sipaimages\\3\\13.jpg'],30.31,65,,,31,,10,,3.0,30.1
0,['.\\sipaimages\\3\\14.jpg'],13.04,65,,,1.4,1304,134,1304,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,65,144,,1,2,14,4,0.0,1.0
0,['.\\sipaimages\\3\\16.jpg'],13.04,65,,,14,1304,14,1304,1304.0,13.4
0,['.\\sipaimages\\3\\17.jpg'],13.03,65,,,13,1303,13,1303,13.03,13.09
0,['.\\sipaimages\\3\\18.jpg'],30.23,65,,,31.1,,141,23,0.0,10.9
0,['.\\sipaimages\\3\\19.jpg'],3.76,65,,,11,376,116,37,376.0,1.16
0,['.\\sipaimages\\3\\2.jpg'],30.31,65,,,131,,,,3.0,91.0
0,['.\\sipaimages\\3\\20.jpg'],30.23,65,144114,,141,1,141,1,0.0,11.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,65,,,11,,33.8,1,,11.0
0,['.\\sipaimages\\3\\22.jpg'],3.75,65,,,15,5,116,,,1.0
0,['.\\sipaimages\\3\\23.jpg'],30.23,65,,,10.27,2,11.23,3023,0.2,11.17
0,['.\\sipaimages\\3\\24.jpg'],30.24,65,,,114,0,114,0,0.0,114.0
0,['.\\sipaimages\\3\\25.jpg'],33.99,65,,,1,19,1,,1.0,1.0
0,['.\\sipaimages\\3\\26.jpg'],3.75,65,,,,,18,3,3.0,19.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,65,4512141441,,1.4,1304,1544,1304,1304.0,13.4
0,['.\\sipaimages\\3\\4.jpg'],13.05,65,,,,,,,15.0,116.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,65,,,1,5,,,5.0,11.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,65,,,14,104,14,,30.0,144.0
0,['.\\sipaimages\\3\\7.jpg'],13.04,65,,,1304,1304,1304,13.04,1304.0,1304.0
0,['.\\sipaimages\\3\\8.jpg'],30.31,65,,,131,3,31,,3.0,1131.0
0,['.\\sipaimages\\3\\9.jpg'],13.04,65,,,14,1304,1.4,1304,1304.0,14.0
0,['.\\sipaimages\\3\\1.jpg'],30.31,66,,,31,,111,['.'],3.0,3131.0
0,['.\\sipaimages\\3\\10.jpg'],13.05,66,163,,108,1305,134,1305,1305.0,13.06
0,['.\\sipaimages\\3\\11.jpg'],20.59,66,177116441,,149,0,,,0.0,119.0
0,['.\\sipaimages\\3\\12.jpg'],13.05,66,,,140,1305,1,1305,13.05,13.6
0,['.\\sipaimages\\3\\13.jpg'],30.31,66,,,31,3,3031,3,303.0,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,66,,,14,134,1304,1304,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,66,,,10,0,114,0,0.0,0.0
0,['.\\sipaimages\\3\\16.jpg'],13.04,66,,,14,1304,14,1304,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,66,,,113,1303,13,1303,13.03,13.09
0,['.\\sipaimages\\3\\18.jpg'],30.23,66,,,41,,141,8,3.0,109.0
0,['.\\sipaimages\\3\\19.jpg'],3.76,66,,,36,376,111,37,376.0,11.0
0,['.\\sipaimages\\3\\2.jpg'],30.31,66,,,31,3,,,3.0,331.0
0,['.\\sipaimages\\3\\20.jpg'],30.23,66,,,141,0,141,0,0.0,1.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,66,,,11,,11,,,16.0
0,['.\\sipaimages\\3\\22.jpg'],3.75,66,,,1,5,1,1,,116.0
0,['.\\sipaimages\\3\\23.jpg'],30.23,66,,,10.21,3022,11.23,3023,3022.0,10.27
0,['.\\sipaimages\\3\\24.jpg'],30.24,66,,,114,0,114,0,0.0,114.0
0,['.\\sipaimages\\3\\25.jpg'],33.99,66,,,1,19,94,,1.0,16.0
0,['.\\sipaimages\\3\\26.jpg'],3.75,66,,,,,18,31,4.0,10.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,66,3.411,4.0,114,1304,1344,1304,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,66,358,,,,,,15.0,116.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,66,,,1,,1,,,1.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,66,8,,14,104,144,1,1304.0,14.0
0,['.\\sipaimages\\3\\7.jpg'],13.04,66,,,1344,1304,1144,1304,1304.0,13.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,66,,,1131,3,,,0.0,11.0
0,['.\\sipaimages\\3\\9.jpg'],13.04,66,,,14,1304,14,130,1304.0,104.0
0,['.\\sipaimages\\3\\1.jpg'],30.31,67,,,131,3,111,['.'],3.0,11.0
0,['.\\sipaimages\\3\\10.jpg'],13.05,67,,,108,1305,1146,1305,13.05,13.06
0,['.\\sipaimages\\3\\11.jpg'],20.59,67,77777171,,19,0,,,0.0,1.0
0,['.\\sipaimages\\3\\12.jpg'],13.05,67,,,10,1305,146,1305,13.05,13.06
0,['.\\sipaimages\\3\\13.jpg'],30.31,67,,,301,3,3131,,,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,67,,,14,1304,134,130,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,67,,,11,1,14,0,0.0,114.0
0,['.\\sipaimages\\3\\16.jpg'],13.04,67,,,104,1304,14,1304,13.04,13.14
0,['.\\sipaimages\\3\\17.jpg'],13.03,67,,,143,1303,143,1303,13.03,13.0
0,['.\\sipaimages\\3\\18.jpg'],30.23,67,,,31.3,,41,8,3.0,10.0
0,['.\\sipaimages\\3\\19.jpg'],3.76,67,,,76,376,176,376,376.0,76.0
0,['.\\sipaimages\\3\\2.jpg'],30.31,67,77712,,331,3,331,,3.0,931.0
0,['.\\sipaimages\\3\\20.jpg'],30.23,67,,,141,12,141,,,411.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,67,,,11,,1111,39,,11.0
0,['.\\sipaimages\\3\\22.jpg'],3.75,67,,,119,1,116,15,,16.0
0,['.\\sipaimages\\3\\23.jpg'],30.23,67,,,10.27,3022,1,2,3022.0,14.0
0,['.\\sipaimages\\3\\24.jpg'],30.24,67,,,11.4,0,114,,0.0,114.0
0,['.\\sipaimages\\3\\25.jpg'],33.99,67,,,9,49,11,49,49.0,9.0
0,['.\\sipaimages\\3\\26.jpg'],3.75,67,,,,,16,3,1.0,39.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,67,1610140,4504,104,1304,104,130,13.04,13.4
0,['.\\sipaimages\\3\\4.jpg'],13.05,67,7441171,['..'],,,,,,116.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,67,8,,111,5,10,2,3.0,111.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,67,,,,,14,1,10.0,144.0
0,['.\\sipaimages\\3\\7.jpg'],13.04,67,,,1344,134,1304,13.04,13.04,1304.0
0,['.\\sipaimages\\3\\8.jpg'],30.31,67,,,131,3,,,0.0,1131.0
0,['.\\sipaimages\\3\\9.jpg'],13.04,67,,,14,1304,1.4,1304,1304.0,104.0
0,['.\\sipaimages\\3\\1.jpg'],30.31,68,7411,,1131,3,,,0.0,111.0
0,['.\\sipaimages\\3\\10.jpg'],13.05,68,,,108,1305,110,1305,13.05,13.06
0,['.\\sipaimages\\3\\11.jpg'],20.59,68,16524,,17,0,11,28,0.0,17.0
0,['.\\sipaimages\\3\\12.jpg'],13.05,68,,,10,1305,10,1305,1305.0,13.06
0,['.\\sipaimages\\3\\13.jpg'],30.31,68,,,301,3,3031,303,,31.1
0,['.\\sipaimages\\3\\14.jpg'],13.04,68,,,14,134,1304,1304,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,68,,,14,0,14,0,0.0,114.0
0,['.\\sipaimages\\3\\16.jpg'],13.04,68,,,14,1304,14,1304,1304.0,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,68,,,113,1303,143,1303,13.03,13.03
0,['.\\sipaimages\\3\\18.jpg'],30.23,68,,,10.0,3,1.23,,3.0,10.0
0,['.\\sipaimages\\3\\19.jpg'],3.76,68,,,1.16,376,116,376,376.0,1.16
0,['.\\sipaimages\\3\\2.jpg'],30.31,68,1111419,,31,3,31,2,3.0,1131.0
0,['.\\sipaimages\\3\\20.jpg'],30.23,68,,,141,,14,3,0.0,11.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,68,,,11,,7,1,,11.0
0,['.\\sipaimages\\3\\22.jpg'],3.75,68,,,16,475,116,,45.0,16.0
0,['.\\sipaimages\\3\\23.jpg'],30.23,68,,,11.21,2,11,2,2.0,11.21
0,['.\\sipaimages\\3\\24.jpg'],30.24,68,,,114,0,114,0,0.0,114.0
0,['.\\sipaimages\\3\\25.jpg'],33.99,68,,,9,19,11,,19.0,9.0
0,['.\\sipaimages\\3\\26.jpg'],3.75,68,,,,,18,30,35.0,10.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,68,11111,2,1.04,1304,1344,1304,13.04,13.4
0,['.\\sipaimages\\3\\4.jpg'],13.05,68,,,,,,,,116.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,68,,,11,2,1,2,0.0,11.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,68,,,,,14,,130.0,144.0
0,['.\\sipaimages\\3\\7.jpg'],13.04,68,,,1344,1304,1104,1304,1304.0,13.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,68,31,,11,3,,,,1131.0
0,['.\\sipaimages\\3\\9.jpg'],13.04,68,,,14,134,14,1104,1304.0,104.0
0,['.\\sipaimages\\3\\1.jpg'],30.31,69,,,1131,3,,,3.0,311.0
0,['.\\sipaimages\\3\\10.jpg'],13.05,69,,,139,1308,134,1305,13.05,13.06
0,['.\\sipaimages\\3\\11.jpg'],20.59,69,18124,,19,0,,,205.0,20.59
0,['.\\sipaimages\\3\\12.jpg'],13.05,69,,,10,1305,14,1305,13.05,13.06
0,['.\\sipaimages\\3\\13.jpg'],30.31,69,,,301,3,3031,,,11.0
0,['.\\sipaimages\\3\\14.jpg'],13.04,69,,,14,1304,134,130,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,69,,,11,,4,0,0.0,11.0
0,['.\\sipaimages\\3\\16.jpg'],13.04,69,,,104,1304,14,1304,1304.0,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,69,,,113,1303,143,1303,13.03,13.03
0,['.\\sipaimages\\3\\18.jpg'],30.23,69,,,10,3,1.23,0,3.0,10.9
0,['.\\sipaimages\\3\\19.jpg'],3.76,69,1074.1,,8,378,176,37,378.0,376.0
0,['.\\sipaimages\\3\\2.jpg'],30.31,69,1741,,131,,331,,3.0,131.0
0,['.\\sipaimages\\3\\20.jpg'],30.23,69,14111,,21,,42,3,3.0,1.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,69,,,1.1,,11,1,,1.1
0,['.\\sipaimages\\3\\22.jpg'],3.75,69,,,16,475,116,,1.0,1.0
0,['.\\sipaimages\\3\\23.jpg'],30.23,69,,,1.07,2,1.23,2,22.0,1.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,69,,,114,0,114,0,0.0,114.0
0,['.\\sipaimages\\3\\25.jpg'],33.99,69,,,1,19,11,19,19.0,9.0
0,['.\\sipaimages\\3\\26.jpg'],3.75,69,,,916,5,16,3,1.0,319.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,69,47.711011,['.'],1.04,1304,12,1304,1304.0,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,69,118115,,,,,,,116.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,69,,,1131,3,,,3.0,111.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,69,14,,,,,,,14.0
0,['.\\sipaimages\\3\\7.jpg'],13.04,69,,,1304,1304,,,1304.0,1304.0
0,['.\\sipaimages\\3\\8.jpg'],30.31,69,77171,,131,,1,3,0.0,131.0
0,['.\\sipaimages\\3\\9.jpg'],13.04,69,,,14,1304,14,130,1304.0,104.0
0,['.\\sipaimages\\3\\1.jpg'],30.31,70,33301,,1111,3,,,3.0,1131.0
0,['.\\sipaimages\\3\\10.jpg'],13.05,70,,,,,1345,1305,1305.0,13.06
0,['.\\sipaimages\\3\\11.jpg'],20.59,70,411111164.1,,9,2,11,8,15.0,115.0
0,['.\\sipaimages\\3\\12.jpg'],13.05,70,,,10,1305,10,1305,13.05,13.06
0,['.\\sipaimages\\3\\13.jpg'],30.31,70,,,1,1,3031,,303.0,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,70,,,14,1304,134,130,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,70,107,,114,0,14,0,0.0,14.0
0,['.\\sipaimages\\3\\16.jpg'],13.04,70,,,14,1304,14,1304,13.04,13.4
0,['.\\sipaimages\\3\\17.jpg'],13.03,70,,,113,1303,13,1303,1303.0,13.03
0,['.\\sipaimages\\3\\18.jpg'],30.23,70,,,41,,4,23,3.0,109.0
0,['.\\sipaimages\\3\\19.jpg'],3.76,70,,,6,376,176,376,376.0,6.0
0,['.\\sipaimages\\3\\2.jpg'],30.31,70,14111411,,131,3,,,,1131.0
0,['.\\sipaimages\\3\\20.jpg'],30.23,70,1141114,,12,,14,3,3.0,1.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,70,,,11,,11,59,,1.0
0,['.\\sipaimages\\3\\22.jpg'],3.75,70,,,15,5,116,1,175.0,16.0
0,['.\\sipaimages\\3\\23.jpg'],30.23,70,,,4,3022,11,0.2,2.0,4.0
0,['.\\sipaimages\\3\\24.jpg'],30.24,70,,,114,,114,,0.0,114.0
0,['.\\sipaimages\\3\\25.jpg'],33.99,70,,,1,19,11,,19.0,1.0
0,['.\\sipaimages\\3\\26.jpg'],3.75,70,,,,,18,45,,10.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,70,1811400310,,1.04,1304,,,13.04,13.4
0,['.\\sipaimages\\3\\4.jpg'],13.05,70,111144,,,,,,1305.0,1463.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,70,,,1131,,,,3.0,111.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,70,,,10,0,10,1,10.0,14.0
0,['.\\sipaimages\\3\\7.jpg'],13.04,70,,,1304,1304,1344,1304,1304.0,1.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,70,171411111,,131,0,31,,3.0,1131.0
0,['.\\sipaimages\\3\\9.jpg'],13.04,70,,,14,1304,14,1304,1304.0,1.4
0,['.\\sipaimages\\3\\1.jpg'],30.31,71,31635,['.'],1131,3,,,0.0,30.31
0,['.\\sipaimages\\3\\10.jpg'],13.05,71,,,108,1305,13,1308,13.05,13.0
0,['.\\sipaimages\\3\\11.jpg'],20.59,71,110,['.'],1144,5,2,28,5.0,114.0
0,['.\\sipaimages\\3\\12.jpg'],13.05,71,,,10,1305,10,1305,13.05,13.06
0,['.\\sipaimages\\3\\13.jpg'],30.31,71,,,301,31,3031,1,0.3,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,71,,,144,1304,1304,13.04,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,71,,,4,0,14,0,0.0,14.0
0,['.\\sipaimages\\3\\16.jpg'],13.04,71,,,14,1304,14,1304,13.04,13.4
0,['.\\sipaimages\\3\\17.jpg'],13.03,71,451511,155.0,13,1303,143,1303,1303.0,13.03
0,['.\\sipaimages\\3\\18.jpg'],30.23,71,,,41,23,141,,3.0,1019.0
0,['.\\sipaimages\\3\\19.jpg'],3.76,71,,,111,376,176,376,376.0,10.0
0,['.\\sipaimages\\3\\2.jpg'],30.31,71,1111411,,1131,31,,,3.0,1131.0
0,['.\\sipaimages\\3\\20.jpg'],30.23,71,1741,,141,0,141,8,0.0,11.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,71,,,1,,110,,,1.0
0,['.\\sipaimages\\3\\22.jpg'],3.75,71,,,119,5,115,,1.0,5.0
0,['.\\sipaimages\\3\\23.jpg'],30.23,71,,,10.21,3022,11.23,23,3022.0,1.27
0,['.\\sipaimages\\3\\24.jpg'],30.24,71,,,1124,0,114,4,,1124.0
0,['.\\sipaimages\\3\\25.jpg'],33.99,71,,,9,19,1199,19,19.0,9.0
0,['.\\sipaimages\\3\\26.jpg'],3.75,71,,,,,16,1,3.0,319.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,71,['1191.41.411'],1,14,1304,,,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,71,7111444,,14,1305,,,,116.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,71,7118,,11,0,,,,111.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,71,8,,144,1304,10,,104.0,14.0
0,['.\\sipaimages\\3\\7.jpg'],13.04,71,,,1344,13.04,14,1304,1304.0,1304.0
0,['.\\sipaimages\\3\\8.jpg'],30.31,71,111141,['..'],1131,3,,,0.0,1131.0
0,['.\\sipaimages\\3\\9.jpg'],13.04,71,,,14,1304,14,1104,1304.0,14.0
0,['.\\sipaimages\\3\\1.jpg'],30.31,72,1111416197,['.'],1131,3,,,0.0,111.0
0,['.\\sipaimages\\3\\10.jpg'],13.05,72,4372444,1,1309,1308,,,1305.0,13.0
0,['.\\sipaimages\\3\\11.jpg'],20.59,72,4.22,,11,8,,,0.0,114.0
0,['.\\sipaimages\\3\\12.jpg'],13.05,72,,,10,1305,10,1305,13.05,13.06
0,['.\\sipaimages\\3\\13.jpg'],30.31,72,,,1,3,3031,0,303.0,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,72,4511444,4,14,1304,134,130,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,72,,,4,,4,0,0.0,1.0
0,['.\\sipaimages\\3\\16.jpg'],13.04,72,,,14,1304,14,1304,1304.0,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,72,47110107070,,143,1303,143,1303,13.03,13.09
